13:15:21,41.5626,2.0227,308.4
13:15:22,41.5626,2.0227,308.2
13:15:23,41.5626,2.0227,308.1
13:15:24,41.5626,2.0227,308.0
13:15:25,41.5626,2.0227,308.0
13:15:26,41.5626,2.0227,308.1
13:15:27,41.5626,2.0227,308.1
13:15:28,41.5626,2.0227,308.1
13:15:29,41.5626,2.0227,308.2
13:15:30,41.5626,2.0227,308.2
13:15:31,41.5626,2.0227,308.6
13:15:32,41.5626,2.0227,308.8
13:15:33,41.5626,2.0227,308.8
13:15:34,41.5626,2.0227,308.9
13:15:35,41.5626,2.0227,309.0
13:15:36,41.5626,2.0227,309.4
13:15:37,41.5626,2.0227,309.1
13:15:38,41.5626,2.0227,309.0
13:15:39,41.5626,2.0227,308.8
13:15:40,41.5626,2.0227,308.6
13:15:41,41.5626,2.0227,308.6
13:15:42,41.5626,2.0227,308.6
13:15:43,41.5626,2.0227,308.6
13:15:44,41.5626,2.0227,308.6
13:15:45,41.5626,2.0227,308.6
13:15:46,41.5626,2.0227,308.6
13:15:47,41.5626,2.0227,308.6
13:15:48,41.5626,2.0227,308.6
13:15:49,41.5626,2.0227,308.6
13:15:50,41.5626,2.0227,308.6
13:15:51,41.5626,2.0227,308.6
13:15:52,41.5626,2.0227,308.6
13:15:53,41.5626,2.0227,308.6
13:15:54,41.5626,2.0227,308.6
13:15:55,41.5626,2.0227,308.6
13:15:56,41.5626,2.0227,308.6
13:15:57,41.5626,2.0227,308.6
13:15:58,41.5626,2.0227,308.6
13:15:59,41.5626,2.0227,308.7
13:16:0,41.5626,2.0227,308.7
13:16:1,41.5626,2.0227,308.7
13:16:2,41.5626,2.0227,308.7
13:16:3,41.5626,2.0227,308.7
13:16:4,41.5626,2.0227,308.7
13:16:5,41.5626,2.0227,308.7
13:16:6,41.5626,2.0227,308.7
13:16:7,41.5626,2.0227,308.7
13:16:8,41.5626,2.0227,308.7
13:16:9,41.5626,2.0227,308.7
13:16:10,41.5626,2.0227,308.7
13:16:11,41.5626,2.0227,308.7
13:16:12,41.5626,2.0227,308.8
13:16:13,41.5626,2.0227,308.8
13:16:14,41.5626,2.0227,308.8
13:16:15,41.5626,2.0227,308.8
13:16:16,41.5626,2.0227,308.8
13:16:17,41.5626,2.0227,308.8
13:16:18,41.5626,2.0227,308.8
13:16:19,41.5626,2.0227,308.8
13:16:20,41.5626,2.0227,308.8
13:16:21,41.5626,2.0227,308.8
13:16:22,41.5626,2.0227,308.8
13:16:23,41.5626,2.0227,308.8
13:16:24,41.5626,2.0227,308.8
13:16:25,41.5626,2.0227,308.8
13:16:26,41.5626,2.0227,308.8
13:16:27,41.5626,2.0227,308.8
13:16:28,41.5626,2.0227,308.8
13:16:29,41.5626,2.0227,308.8
13:16:30,41.5626,2.0227,308.8
13:16:31,41.5626,2.0227,308.8
13:16:32,41.5626,2.0227,308.8
13:16:33,41.5626,2.0227,308.8
13:16:34,41.5626,2.0227,308.8
13:16:35,41.5626,2.0227,308.8
13:16:36,41.5626,2.0227,308.8
13:16:37,41.5626,2.0227,308.8
13:16:38,41.5626,2.0227,308.8
13:16:39,41.5626,2.0227,308.8
13:16:40,41.5626,2.0227,308.8
13:16:41,41.5626,2.0227,308.8
13:16:42,41.5626,2.0227,308.8
13:16:43,41.5626,2.0227,308.8
13:16:44,41.5626,2.0227,308.8
13:16:45,41.5626,2.0227,308.8
13:16:46,41.5626,2.0227,308.8
13:16:47,41.5626,2.0227,308.8
13:16:48,41.5626,2.0227,308.8
